date,affiliate_id,affiliate_name,niche,clicks,conversions,conversion_rate,epc,revenue,commission
2026-05-11,aff_002,GadgetGuru,electronics,1409,31,0.0226,0.3171,201.53,16.12
2026-05-11,aff_003,HomeEssentials,home,1660,44,0.0266,0.3735,329.43,26.35
2026-05-11,aff_004,FitLifeDeals,fitness,2306,85,0.0369,0.519,883.27,70.66
2026-05-11,aff_005,BudgetBuyer,general,3484,64,0.0186,0.2091,270.76,21.66
2026-05-11,aff_006,PremiumPickz,luxury,1221,79,0.0652,1.1455,1822.95,145.84
2026-05-11,aff_007,EcoFriendlyShop,sustainability,2267,82,0.0363,0.5102,839.36,67.15
2026-05-11,aff_008,PetParadise,pets,2066,68,0.0331,0.4649,634.93,50.79
2026-05-12,aff_001,TechReviewPro,electronics,1718,47,0.0275,0.3867,365.29,29.22
2026-05-12,aff_002,GadgetGuru,electronics,1486,35,0.0238,0.3344,236.38,18.91
2026-05-12,aff_003,HomeEssentials,home,1846,54,0.0295,0.4155,453.22,36.26
2026-05-12,aff_004,FitLifeDeals,fitness,2319,86,0.0371,0.5218,898.06,71.84
2026-05-12,aff_005,BudgetBuyer,general,3355,60,0.0179,0.2013,241.74,19.34
2026-05-12,aff_006,PremiumPickz,luxury,1373,100,0.0732,1.2873,2588.8,207.1
2026-05-12,aff_007,EcoFriendlyShop,sustainability,2319,86,0.0371,0.5218,898.02,71.84
2026-05-12,aff_008,PetParadise,pets,1768,50,0.0283,0.3978,397.93,31.83
2026-05-13,aff_001,TechReviewPro,electronics,1799,51,0.0288,0.4049,419.5,33.56
2026-05-13,aff_002,GadgetGuru,electronics,1463,34,0.0234,0.3293,225.63,18.05
2026-05-13,aff_003,HomeEssentials,home,2224,79,0.0356,0.5004,792.09,63.37
2026-05-13,aff_004,FitLifeDeals,fitness,2307,85,0.0369,0.5191,884.28,70.74
2026-05-13,aff_005,BudgetBuyer,general,2887,44,0.0154,0.1733,154.07,12.33
2026-05-13,aff_006,PremiumPickz,luxury,1257,84,0.0671,1.1793,1989.02,159.12
2026-05-13,aff_007,EcoFriendlyShop,sustainability,1723,47,0.0276,0.3878,368.56,29.48
2026-05-13,aff_008,PetParadise,pets,2343,87,0.0375,0.5274,926.8,74.14
2026-05-14,aff_001,TechReviewPro,electronics,2291,84,0.0367,0.5156,866.3,69.3
2026-05-14,aff_002,GadgetGuru,electronics,2063,68,0.033,0.4643,632.47,50.6
2026-05-14,aff_003,HomeEssentials,home,2248,80,0.036,0.5059,818.39,65.47
2026-05-14,aff_004,FitLifeDeals,fitness,2305,85,0.0369,0.5187,881.85,70.55
2026-05-14,aff_005,BudgetBuyer,general,2429,31,0.013,0.1458,91.78,7.34
2026-05-14,aff_006,PremiumPickz,luxury,1313,91,0.0701,1.2315,2265.47,181.24
2026-05-14,aff_007,EcoFriendlyShop,sustainability,1865,55,0.0299,0.4198,467.43,37.39
2026-05-14,aff_008,PetParadise,pets,2344,87,0.0375,0.5275,927.78,74.22
2026-05-15,aff_001,TechReviewPro,electronics,2241,80,0.0359,0.5044,810.89,64.87
2026-05-15,aff_002,GadgetGuru,electronics,1978,62,0.0316,0.4451,557.26,44.58
2026-05-15,aff_003,HomeEssentials,home,2248,80,0.036,0.5059,818.38,65.47
2026-05-15,aff_004,FitLifeDeals,fitness,1813,52,0.029,0.408,429.28,34.34
2026-05-15,aff_005,BudgetBuyer,general,3344,59,0.0178,0.2007,239.44,19.16
2026-05-15,aff_006,PremiumPickz,luxury,1011,54,0.054,0.9486,1035.18,82.81
2026-05-15,aff_007,EcoFriendlyShop,sustainability,2297,84,0.0368,0.517,873.16,69.85
2026-05-15,aff_008,PetParadise,pets,2286,83,0.0366,0.5145,860.78,68.86
2026-05-16,aff_001,TechReviewPro,electronics,1777,50,0.0284,0.4,404.44,32.36
2026-05-16,aff_002,GadgetGuru,electronics,1937,60,0.031,0.436,523.7,41.9
2026-05-16,aff_003,HomeEssentials,home,1968,61,0.0315,0.4429,548.93,43.91
2026-05-16,aff_004,FitLifeDeals,fitness,1844,54,0.0295,0.4149,451.53,36.12
2026-05-16,aff_005,BudgetBuyer,general,3354,60,0.0179,0.2013,241.53,19.32
2026-05-16,aff_006,PremiumPickz,luxury,1069,60,0.057,1.0024,1222.17,97.77
2026-05-16,aff_007,EcoFriendlyShop,sustainability,1618,41,0.0259,0.3643,305.33,24.43
2026-05-16,aff_008,PetParadise,pets,1754,49,0.0281,0.3948,388.75,31.1
2026-05-17,aff_001,TechReviewPro,electronics,1862,55,0.0298,0.4191,465.11,37.21
2026-05-17,aff_002,GadgetGuru,electronics,1963,61,0.0314,0.4417,544.64,43.57
2026-05-17,aff_003,HomeEssentials,home,2373,90,0.038,0.534,962.53,77.0
2026-05-17,aff_004,FitLifeDeals,fitness,1823,53,0.0292,0.4102,436.35,34.91
2026-05-17,aff_005,BudgetBuyer,general,3169,53,0.0169,0.1902,203.78,16.3
2026-05-17,aff_006,PremiumPickz,luxury,1151,70,0.0614,1.0799,1527.09,122.17
2026-05-17,aff_007,EcoFriendlyShop,sustainability,2384,90,0.0382,0.5366,976.31,78.1
2026-05-17,aff_008,PetParadise,pets,2028,65,0.0325,0.4565,601.11,48.09
2026-05-18,aff_001,TechReviewPro,electronics,2351,88,0.0376,0.5291,935.91,74.87
2026-05-18,aff_002,GadgetGuru,electronics,1444,33,0.0231,0.3249,216.81,17.34
2026-05-18,aff_003,HomeEssentials,home,2376,90,0.038,0.5347,966.03,77.28
2026-05-18,aff_004,FitLifeDeals,fitness,1742,48,0.0279,0.3921,380.98,30.48
2026-05-18,aff_005,BudgetBuyer,general,3555,67,0.019,0.2133,287.55,23.0
2026-05-18,aff_006,PremiumPickz,luxury,1087,63,0.058,1.0195,1285.37,102.83
2026-05-18,aff_007,EcoFriendlyShop,sustainability,1686,45,0.027,0.3795,345.36,27.63
2026-05-18,aff_008,PetParadise,pets,1947,60,0.0312,0.4382,531.77,42.54
2026-05-19,aff_001,TechReviewPro,electronics,2182,76,0.0349,0.4911,748.56,59.88
2026-05-19,aff_002,GadgetGuru,electronics,1573,39,0.0252,0.354,280.34,22.43
2026-05-19,aff_003,HomeEssentials,home,2084,69,0.0334,0.4691,652.27,52.18
2026-05-19,aff_004,FitLifeDeals,fitness,2009,64,0.0321,0.4521,583.89,46.71
2026-05-19,aff_005,BudgetBuyer,general,2862,43,0.0153,0.1717,150.06,12.0
2026-05-19,aff_006,PremiumPickz,luxury,1236,81,0.066,1.1595,1890.56,151.24
2026-05-19,aff_007,EcoFriendlyShop,sustainability,1803,52,0.0289,0.4059,422.37,33.79
2026-05-19,aff_008,PetParadise,pets,2167,75,0.0347,0.4876,732.69,58.62
2026-05-20,aff_001,TechReviewPro,electronics,1601,41,0.0256,0.3603,295.6,23.65
2026-05-20,aff_002,GadgetGuru,electronics,1981,62,0.0317,0.4459,560.07,44.81
2026-05-20,aff_003,HomeEssentials,home,2030,65,0.0325,0.4569,602.76,48.22
2026-05-20,aff_004,FitLifeDeals,fitness,2175,75,0.0348,0.4895,741.19,59.3
2026-05-20,aff_005,BudgetBuyer,general,3290,57,0.0175,0.1974,227.96,18.24
2026-05-20,aff_006,PremiumPickz,luxury,1281,87,0.0684,1.2018,2105.03,168.4
2026-05-20,aff_007,EcoFriendlyShop,sustainability,1891,57,0.0303,0.4256,487.06,38.96
2026-05-20,aff_008,PetParadise,pets,1655,43,0.0265,0.3726,326.77,26.14
2026-05-21,aff_001,TechReviewPro,electronics,2131,72,0.0341,0.4796,697.01,55.76
2026-05-21,aff_002,GadgetGuru,electronics,1572,39,0.0252,0.3537,279.74,22.38
2026-05-21,aff_003,HomeEssentials,home,1851,54,0.0296,0.4165,456.68,36.53
2026-05-21,aff_004,FitLifeDeals,fitness,2278,83,0.0365,0.5126,851.43,68.11
2026-05-21,aff_005,BudgetBuyer,general,3263,56,0.0174,0.1958,222.44,17.8
2026-05-21,aff_006,PremiumPickz,luxury,1104,65,0.0589,1.0351,1345.95,107.68
2026-05-21,aff_007,EcoFriendlyShop,sustainability,1847,54,0.0296,0.4157,453.87,36.31
2026-05-21,aff_008,PetParadise,pets,1926,59,0.0308,0.4335,514.78,41.18
2026-05-22,aff_001,TechReviewPro,electronics,1921,59,0.0308,0.4324,510.89,40.87
2026-05-22,aff_002,GadgetGuru,electronics,1542,38,0.0247,0.3471,264.22,21.14
2026-05-22,aff_003,HomeEssentials,home,1701,46,0.0272,0.3829,354.71,28.38
2026-05-22,aff_004,FitLifeDeals,fitness,1936,59,0.031,0.4357,522.65,41.81
2026-05-22,aff_005,BudgetBuyer,general,3528,66,0.0188,0.2117,281.11,22.49
2026-05-22,aff_006,PremiumPickz,luxury,1285,88,0.0685,1.2048,2122.2,169.78
2026-05-22,aff_007,EcoFriendlyShop,sustainability,2322,86,0.0372,0.5225,901.59,72.13
2026-05-22,aff_008,PetParadise,pets,2092,70,0.0335,0.4708,659.46,52.76
2026-05-23,aff_001,TechReviewPro,electronics,1840,54,0.0295,0.4142,448.89,35.91
2026-05-23,aff_002,GadgetGuru,electronics,1705,46,0.0273,0.3837,357.04,28.56
2026-05-23,aff_003,HomeEssentials,home,1600,40,0.0256,0.3601,295.03,23.6
2026-05-23,aff_004,FitLifeDeals,fitness,1829,53,0.0293,0.4116,440.78,35.26
2026-05-23,aff_005,BudgetBuyer,general,2915,45,0.0156,0.175,158.62,12.69
2026-05-23,aff_006,PremiumPickz,luxury,1238,81,0.066,1.161,1898.62,151.89
2026-05-23,aff_007,EcoFriendlyShop,sustainability,2123,72,0.034,0.4778,689.44,55.16
2026-05-23,aff_008,PetParadise,pets,1971,62,0.0316,0.4437,551.86,44.15
2026-05-24,aff_001,TechReviewPro,electronics,1953,61,0.0313,0.4396,536.74,42.94
2026-05-24,aff_002,GadgetGuru,electronics,1475,34,0.0236,0.3321,231.3,18.5
2026-05-24,aff_003,HomeEssentials,home,1978,62,0.0317,0.4452,557.51,44.6
2026-05-24,aff_004,FitLifeDeals,fitness,2320,86,0.0371,0.5222,899.81,71.98
2026-05-24,aff_005,BudgetBuyer,general,3355,60,0.0179,0.2013,241.72,19.34
2026-05-24,aff_006,PremiumPickz,luxury,1041,57,0.0555,0.9764,1129.09,90.33
2026-05-24,aff_007,EcoFriendlyShop,sustainability,1667,44,0.0267,0.3753,333.87,26.71
2026-05-24,aff_008,PetParadise,pets,2012,64,0.0322,0.4528,586.64,46.93
2026-05-25,aff_001,TechReviewPro,electronics,2106,70,0.0337,0.4739,672.75,53.82
2026-05-25,aff_002,GadgetGuru,electronics,1550,38,0.0248,0.3489,268.31,21.46
2026-05-25,aff_003,HomeEssentials,home,2254,81,0.0361,0.5073,825.05,66.0
2026-05-25,aff_004,FitLifeDeals,fitness,2200,77,0.0352,0.4952,767.29,61.38
2026-05-25,aff_005,BudgetBuyer,general,3207,54,0.0171,0.1924,211.14,16.89
2026-05-25,aff_006,PremiumPickz,luxury,1067,60,0.057,1.0011,1216.65,97.33
2026-05-25,aff_007,EcoFriendlyShop,sustainability,1759,49,0.0281,0.3958,391.99,31.36
2026-05-25,aff_008,PetParadise,pets,1619,41,0.0259,0.3644,305.75,24.46
2026-05-26,aff_001,TechReviewPro,electronics,1795,51,0.0287,0.4041,416.82,33.35
2026-05-26,aff_002,GadgetGuru,electronics,1636,42,0.0262,0.3683,315.61,25.25
2026-05-26,aff_003,HomeEssentials,home,2279,83,0.0365,0.513,852.84,68.23
2026-05-26,aff_004,FitLifeDeals,fitness,1658,43,0.0265,0.3731,328.26,26.26
2026-05-26,aff_005,BudgetBuyer,general,2897,44,0.0155,0.1738,155.64,12.45
2026-05-26,aff_006,PremiumPickz,luxury,1262,84,0.0673,1.1834,2010.83,160.87
2026-05-26,aff_007,EcoFriendlyShop,sustainability,1755,49,0.0281,0.395,389.44,31.16
2026-05-26,aff_008,PetParadise,pets,2157,74,0.0345,0.4853,722.63,57.81
2026-05-27,aff_001,TechReviewPro,electronics,1995,63,0.0319,0.449,571.98,45.76
2026-05-27,aff_002,GadgetGuru,electronics,1478,34,0.0236,0.3326,232.48,18.6
2026-05-27,aff_003,HomeEssentials,home,2124,72,0.034,0.4781,690.47,55.24
2026-05-27,aff_004,FitLifeDeals,fitness,1604,41,0.0257,0.361,297.29,23.78
2026-05-27,aff_005,BudgetBuyer,general,3301,58,0.0176,0.1981,230.23,18.42
2026-05-27,aff_006,PremiumPickz,luxury,1329,94,0.0709,1.2465,2349.53,187.96
2026-05-27,aff_007,EcoFriendlyShop,sustainability,1685,45,0.027,0.3792,344.57,27.57
2026-05-27,aff_008,PetParadise,pets,1940,60,0.031,0.4365,525.76,42.06
2026-05-28,aff_001,TechReviewPro,electronics,1740,48,0.0279,0.3917,379.61,30.37
2026-05-28,aff_002,GadgetGuru,electronics,1940,60,0.031,0.4366,525.93,42.07
2026-05-28,aff_003,HomeEssentials,home,2014,64,0.0322,0.4532,588.39,47.07
2026-05-28,aff_004,FitLifeDeals,fitness,1640,43,0.0262,0.369,317.66,25.41
2026-05-28,aff_005,BudgetBuyer,general,2699,38,0.0144,0.1619,125.83,10.07
2026-05-28,aff_006,PremiumPickz,luxury,1367,99,0.0729,1.2818,2555.25,204.42
2026-05-28,aff_007,EcoFriendlyShop,sustainability,1965,61,0.0314,0.4422,546.38,43.71
2026-05-28,aff_008,PetParadise,pets,2241,80,0.0359,0.5043,810.42,64.83
2026-05-29,aff_001,TechReviewPro,electronics,2134,72,0.0341,0.4802,699.75,55.98
2026-05-29,aff_002,GadgetGuru,electronics,1952,60,0.0312,0.4392,535.56,42.84
2026-05-29,aff_003,HomeEssentials,home,2076,68,0.0332,0.4672,644.42,51.55
2026-05-29,aff_004,FitLifeDeals,fitness,2360,89,0.0378,0.531,946.41,75.71
2026-05-29,aff_005,BudgetBuyer,general,3469,64,0.0185,0.2082,267.28,21.38
2026-05-29,aff_006,PremiumPickz,luxury,1254,83,0.0669,1.1757,1972.17,157.77
2026-05-29,aff_007,EcoFriendlyShop,sustainability,2175,75,0.0348,0.4895,741.1,59.29
2026-05-29,aff_008,PetParadise,pets,2003,64,0.0321,0.4509,579.07,46.33
2026-05-30,aff_001,TechReviewPro,electronics,2264,82,0.0362,0.5095,835.87,66.87
2026-05-30,aff_002,GadgetGuru,electronics,1657,43,0.0265,0.373,327.89,26.23
2026-05-30,aff_003,HomeEssentials,home,2317,85,0.0371,0.5215,896.19,71.7
2026-05-30,aff_004,FitLifeDeals,fitness,2194,77,0.0351,0.4939,761.04,60.88
2026-05-30,aff_005,BudgetBuyer,general,2969,47,0.0158,0.1782,167.57,13.41
2026-05-30,aff_006,PremiumPickz,luxury,1084,62,0.0578,1.0166,1274.73,101.98
2026-05-30,aff_007,EcoFriendlyShop,sustainability,1797,51,0.0288,0.4045,418.18,33.45
2026-05-30,aff_008,PetParadise,pets,2110,71,0.0338,0.4748,676.45,54.12
2026-05-31,aff_001,TechReviewPro,electronics,2212,78,0.0354,0.4978,779.73,62.38
2026-05-31,aff_002,GadgetGuru,electronics,1633,42,0.0261,0.3676,313.85,25.11
2026-05-31,aff_003,HomeEssentials,home,2101,70,0.0336,0.4728,668.0,53.44
2026-05-31,aff_004,FitLifeDeals,fitness,1819,52,0.0291,0.4094,433.66,34.69
2026-05-31,aff_005,BudgetBuyer,general,2492,33,0.0133,0.1496,99.12,7.93
2026-05-31,aff_006,PremiumPickz,luxury,1097,64,0.0585,1.0286,1320.5,105.64
2026-05-31,aff_007,EcoFriendlyShop,sustainability,1817,52,0.0291,0.4089,432.09,34.57
2026-05-31,aff_008,PetParadise,pets,1855,55,0.0297,0.4175,459.96,36.8
2026-06-01,aff_001,TechReviewPro,electronics,2032,66,0.0325,0.4572,604.17,48.33
2026-06-01,aff_002,GadgetGuru,electronics,1379,30,0.0221,0.3105,189.07,15.13
2026-06-01,aff_003,HomeEssentials,home,1785,50,0.0286,0.4016,409.5,32.76
2026-06-01,aff_004,FitLifeDeals,fitness,2155,74,0.0345,0.4849,720.67,57.65
2026-06-01,aff_005,BudgetBuyer,general,3247,56,0.0173,0.1949,219.19,17.54
2026-06-01,aff_006,PremiumPickz,luxury,990,52,0.0528,0.9289,971.93,77.75
2026-06-01,aff_007,EcoFriendlyShop,sustainability,1926,59,0.0308,0.4334,514.44,41.16
2026-06-01,aff_008,PetParadise,pets,2034,66,0.0325,0.4577,605.93,48.47
2026-06-02,aff_001,TechReviewPro,electronics,1932,59,0.0309,0.4348,519.56,41.56
2026-06-02,aff_002,GadgetGuru,electronics,1418,32,0.0227,0.3191,205.36,16.43
2026-06-02,aff_003,HomeEssentials,home,1936,59,0.031,0.4356,522.52,41.8
2026-06-02,aff_004,FitLifeDeals,fitness,2323,86,0.0372,0.5229,903.25,72.26
2026-06-02,aff_005,BudgetBuyer,general,3100,51,0.0165,0.1861,190.77,15.26
2026-06-02,aff_006,PremiumPickz,luxury,1293,89,0.069,1.213,2164.55,173.16
2026-06-02,aff_007,EcoFriendlyShop,sustainability,2285,83,0.0366,0.5142,859.29,68.74
2026-06-02,aff_008,PetParadise,pets,2212,78,0.0354,0.4978,779.61,62.37
2026-06-03,aff_001,TechReviewPro,electronics,1904,58,0.0305,0.4285,497.13,39.77
2026-06-03,aff_002,GadgetGuru,electronics,1283,26,0.0205,0.2888,152.24,12.18
2026-06-03,aff_003,HomeEssentials,home,1881,56,0.0301,0.4233,479.39,38.35
2026-06-03,aff_004,FitLifeDeals,fitness,2202,77,0.0352,0.4956,769.29,61.54
2026-06-03,aff_005,BudgetBuyer,general,3424,62,0.0183,0.2054,256.93,20.55
2026-06-03,aff_006,PremiumPickz,luxury,1417,107,0.0756,1.329,2847.78,227.82
2026-06-03,aff_007,EcoFriendlyShop,sustainability,1935,59,0.031,0.4354,521.76,41.74
2026-06-03,aff_008,PetParadise,pets,2198,77,0.0352,0.4946,764.58,61.17
2026-06-04,aff_001,TechReviewPro,electronics,2036,66,0.0326,0.4583,608.21,48.66
2026-06-04,aff_002,GadgetGuru,electronics,1659,44,0.0265,0.3733,328.81,26.3
2026-06-04,aff_003,HomeEssentials,home,1776,50,0.0284,0.3997,403.53,32.28
2026-06-04,aff_004,FitLifeDeals,fitness,1775,50,0.0284,0.3995,402.89,32.23
2026-06-04,aff_005,BudgetBuyer,general,2923,45,0.0156,0.1754,159.83,12.79
2026-06-04,aff_006,PremiumPickz,luxury,973,50,0.0519,0.9131,922.93,73.83
2026-06-04,aff_007,EcoFriendlyShop,sustainability,1868,55,0.0299,0.4205,469.77,37.58
2026-06-04,aff_008,PetParadise,pets,2143,73,0.0343,0.4822,708.8,56.7
2026-06-05,aff_001,TechReviewPro,electronics,1923,59,0.0308,0.4328,512.24,40.98
2026-06-05,aff_002,GadgetGuru,electronics,1374,30,0.022,0.3092,186.79,14.94
2026-06-05,aff_003,HomeEssentials,home,1973,62,0.0316,0.4441,553.5,44.28
2026-06-05,aff_004,FitLifeDeals,fitness,1702,46,0.0272,0.383,355.03,28.4
2026-06-05,aff_005,BudgetBuyer,general,3146,52,0.0168,0.1888,199.37,15.95
2026-06-05,aff_006,PremiumPickz,luxury,972,50,0.0519,0.9121,920.11,73.61
2026-06-05,aff_007,EcoFriendlyShop,sustainability,1915,58,0.0306,0.4309,505.75,40.46
2026-06-05,aff_008,PetParadise,pets,2051,67,0.0328,0.4616,621.51,49.72
2026-06-06,aff_001,TechReviewPro,electronics,1621,42,0.0259,0.3649,306.94,24.56
2026-06-06,aff_002,GadgetGuru,electronics,1670,44,0.0267,0.3758,335.42,26.83
2026-06-06,aff_003,HomeEssentials,home,1708,46,0.0273,0.3844,358.99,28.72
2026-06-06,aff_004,FitLifeDeals,fitness,1969,62,0.0315,0.4431,549.83,43.99
2026-06-06,aff_005,BudgetBuyer,general,2460,32,0.0131,0.1476,95.3,7.62
2026-06-06,aff_006,PremiumPickz,luxury,1141,69,0.0609,1.0706,1487.97,119.04
2026-06-06,aff_007,EcoFriendlyShop,sustainability,1769,50,0.0283,0.3981,398.73,31.9
2026-06-06,aff_008,PetParadise,pets,1861,55,0.0298,0.4188,464.3,37.14
2026-06-07,aff_001,TechReviewPro,electronics,2208,78,0.0353,0.497,775.74,62.06
2026-06-07,aff_002,GadgetGuru,electronics,1497,35,0.024,0.3369,241.63,19.33
2026-06-07,aff_003,HomeEssentials,home,2201,77,0.0352,0.4954,768.13,61.45
2026-06-07,aff_004,FitLifeDeals,fitness,2265,82,0.0362,0.5097,837.04,66.96
2026-06-07,aff_005,BudgetBuyer,general,2702,38,0.0144,0.1622,126.32,10.11
2026-06-07,aff_006,PremiumPickz,luxury,999,53,0.0533,0.9369,997.63,79.81
2026-06-07,aff_007,EcoFriendlyShop,sustainability,1615,41,0.0258,0.3635,303.47,24.28
2026-06-07,aff_008,PetParadise,pets,2031,66,0.0325,0.4571,603.52,48.28
2026-06-08,aff_001,TechReviewPro,electronics,2399,92,0.0384,0.54,994.85,79.59
2026-06-08,aff_002,GadgetGuru,electronics,1472,34,0.0236,0.3313,229.84,18.39
2026-06-08,aff_003,HomeEssentials,home,2120,71,0.0339,0.477,686.1,54.89
2026-06-08,aff_004,FitLifeDeals,fitness,2224,79,0.0356,0.5006,792.72,63.42
2026-06-08,aff_005,BudgetBuyer,general,3182,54,0.017,0.1909,206.21,16.5
2026-06-08,aff_006,PremiumPickz,luxury,1322,93,0.0705,1.2394,2310.55,184.84
2026-06-08,aff_007,EcoFriendlyShop,sustainability,2359,89,0.0378,0.5309,945.74,75.66
2026-06-08,aff_008,PetParadise,pets,1759,49,0.0282,0.3959,392.08,31.37
2026-06-09,aff_001,TechReviewPro,electronics,1616,41,0.0259,0.3637,303.96,24.32
2026-06-09,aff_002,GadgetGuru,electronics,1343,28,0.0215,0.3022,174.43,13.95
2026-06-09,aff_003,HomeEssentials,home,1700,46,0.0272,0.3827,354.14,28.33
2026-06-09,aff_004,FitLifeDeals,fitness,2135,72,0.0342,0.4805,701.06,56.08
2026-06-09,aff_005,BudgetBuyer,general,3076,50,0.0164,0.1846,186.36,14.91
2026-06-09,aff_006,PremiumPickz,luxury,1064,60,0.0568,0.9981,1205.96,96.48
2026-06-09,aff_007,EcoFriendlyShop,sustainability,2159,74,0.0346,0.4859,724.97,58.0
2026-06-09,aff_008,PetParadise,pets,2213,78,0.0354,0.498,780.69,62.46
2026-06-10,aff_001,TechReviewPro,electronics,1734,48,0.0277,0.3902,375.49,30.04
2026-06-10,aff_002,GadgetGuru,electronics,1619,41,0.0259,0.3645,305.91,24.47
2026-06-10,aff_003,HomeEssentials,home,2198,77,0.0352,0.4946,764.8,61.18
2026-06-10,aff_004,FitLifeDeals,fitness,1691,45,0.0271,0.3806,348.41,27.87
2026-06-10,aff_005,BudgetBuyer,general,3383,61,0.018,0.203,247.81,19.82
2026-06-10,aff_006,PremiumPickz,luxury,1423,108,0.0759,1.3341,2881.74,230.54
2026-06-10,aff_007,EcoFriendlyShop,sustainability,1686,45,0.027,0.3795,345.26,27.62
2026-06-10,aff_008,PetParadise,pets,1620,42,0.0259,0.3646,306.32,24.51
2026-06-11,aff_001,TechReviewPro,electronics,1849,54,0.0296,0.4162,455.42,36.43
2026-06-11,aff_002,GadgetGuru,electronics,1656,43,0.0265,0.3727,327.13,26.17
2026-06-11,aff_003,HomeEssentials,home,2366,89,0.0379,0.5325,954.06,76.32
2026-06-11,aff_004,FitLifeDeals,fitness,1917,58,0.0307,0.4314,507.39,40.59
2026-06-11,aff_005,BudgetBuyer,general,3258,56,0.0174,0.1955,221.33,17.71
2026-06-11,aff_006,PremiumPickz,luxury,996,52,0.0531,0.9342,989.0,79.12
2026-06-11,aff_007,EcoFriendlyShop,sustainability,2152,74,0.0344,0.4843,717.89,57.43
2026-06-11,aff_008,PetParadise,pets,2101,70,0.0336,0.4729,668.25,53.46
2026-06-12,aff_001,TechReviewPro,electronics,1681,45,0.0269,0.3783,342.22,27.38
2026-06-12,aff_002,GadgetGuru,electronics,1707,46,0.0273,0.3843,358.48,28.68
2026-06-12,aff_003,HomeEssentials,home,2280,83,0.0365,0.5131,853.54,68.28
2026-06-12,aff_004,FitLifeDeals,fitness,2080,69,0.0333,0.4681,648.13,51.85
2026-06-12,aff_005,BudgetBuyer,general,2545,34,0.0136,0.1527,105.52,8.44
2026-06-12,aff_006,PremiumPickz,luxury,1432,109,0.0764,1.3427,2937.5,235.0
2026-06-12,aff_007,EcoFriendlyShop,sustainability,2226,79,0.0356,0.5009,794.24,63.54
2026-06-12,aff_008,PetParadise,pets,1877,56,0.03,0.4225,476.52,38.12
2026-06-13,aff_001,TechReviewPro,electronics,1942,60,0.0311,0.4371,527.71,42.22
2026-06-13,aff_002,GadgetGuru,electronics,1453,33,0.0233,0.3271,221.16,17.69
2026-06-13,aff_003,HomeEssentials,home,2004,64,0.0321,0.4511,579.91,46.39
2026-06-13,aff_004,FitLifeDeals,fitness,1872,56,0.03,0.4214,472.83,37.83
2026-06-13,aff_005,BudgetBuyer,general,3419,62,0.0182,0.2052,255.86,20.47
2026-06-13,aff_006,PremiumPickz,luxury,1354,97,0.0723,1.27,2484.95,198.8
2026-06-13,aff_007,EcoFriendlyShop,sustainability,1684,45,0.027,0.379,344.02,27.52
2026-06-13,aff_008,PetParadise,pets,2368,89,0.0379,0.5329,956.55,76.52
2026-06-14,aff_001,TechReviewPro,electronics,2108,71,0.0337,0.4744,674.74,53.98
2026-06-14,aff_002,GadgetGuru,electronics,1727,47,0.0276,0.3887,371.03,29.68
2026-06-14,aff_003,HomeEssentials,home,2165,75,0.0347,0.4873,731.22,58.5
2026-06-14,aff_004,FitLifeDeals,fitness,1948,60,0.0312,0.4384,532.44,42.6
2026-06-14,aff_005,BudgetBuyer,general,3280,57,0.0175,0.1968,225.92,18.07
2026-06-14,aff_006,PremiumPickz,luxury,1423,108,0.0759,1.3345,2883.21,230.66
2026-06-14,aff_007,EcoFriendlyShop,sustainability,1816,52,0.0291,0.4086,431.23,34.5
2026-06-14,aff_008,PetParadise,pets,2246,80,0.0359,0.5055,816.17,65.29
2026-06-15,aff_001,TechReviewPro,electronics,2030,65,0.0325,0.4569,602.63,48.21
2026-06-15,aff_002,GadgetGuru,electronics,1509,36,0.0242,0.3397,247.72,19.82
2026-06-15,aff_003,HomeEssentials,home,1948,60,0.0312,0.4384,532.48,42.6
2026-06-15,aff_004,FitLifeDeals,fitness,2184,76,0.035,0.4916,750.61,60.05
2026-06-15,aff_005,BudgetBuyer,general,2722,39,0.0145,0.1633,129.08,10.33
2026-06-15,aff_006,PremiumPickz,luxury,1368,99,0.073,1.2833,2563.19,205.06
2026-06-15,aff_007,EcoFriendlyShop,sustainability,2264,82,0.0362,0.5095,835.96,66.88
2026-06-15,aff_008,PetParadise,pets,1669,44,0.0267,0.3756,334.87,26.79
2026-06-16,aff_001,TechReviewPro,electronics,2305,85,0.0369,0.5187,881.98,70.56
2026-06-16,aff_002,GadgetGuru,electronics,1358,29,0.0217,0.3056,180.39,14.43
2026-06-16,aff_003,HomeEssentials,home,1971,62,0.0315,0.4436,551.73,44.14
2026-06-16,aff_004,FitLifeDeals,fitness,2088,69,0.0334,0.4699,655.59,52.45
2026-06-16,aff_005,BudgetBuyer,general,2854,43,0.0152,0.1713,148.86,11.91
2026-06-16,aff_006,PremiumPickz,luxury,973,50,0.0519,0.9129,922.64,73.81
2026-06-16,aff_007,EcoFriendlyShop,sustainability,2280,83,0.0365,0.5132,853.94,68.32
2026-06-16,aff_008,PetParadise,pets,1745,48,0.0279,0.3927,382.78,30.62
2026-06-17,aff_001,TechReviewPro,electronics,1769,50,0.0283,0.3982,398.89,31.91
2026-06-17,aff_002,GadgetGuru,electronics,1686,45,0.027,0.3794,345.13,27.61
2026-06-17,aff_003,HomeEssentials,home,1872,56,0.03,0.4213,472.47,37.8
